ID,Date,City,Population,Daily vaccinations,Total vaccinations,Percentage (%),Delivery (bottle),Remaining (bottle),Remaining (%),Daily vaccinations (AZ),Total vaccinations (AZ),"Percentage (AZ,%)","Delivery (AZ,doses)","Remaining (AZ,doses)","Remaining (AZ,%)",Daily vaccinations (Moderna),Total vaccinations (Moderna),"Percentage (Moderna,%)","Delivery (Moderna,doses)","Remaining (Moderna,doses)","Remaining (Moderna,%)"
552,7/12/2021,New Taipei City,"4,026,019",None,"584,799",14.50%,"820,570","216,264",26.40%,0,"276,116",6.86,"261,100","11,270",4.32,0,"308,683",7.67,"559,470","204,994",36.64
556,7/12/2021,Kaohsiung City,"2,758,494",None,"448,510",16.30%,"566,942","132,793",23.40%,0,"237,548",8.61,"222,600","1,800",0.81,0,"210,962",7.65,"344,342","130,993",38.04
553,7/12/2021,Taoyuan City,"2,270,939",None,"402,760",17.70%,"453,756","48,456",10.70%,0,"190,139",8.37,"183,490","11,710",6.38,0,"212,621",9.36,"270,266","36,746",13.6
554,7/12/2021,Taichung City,"2,820,114",None,"396,074",14.00%,"491,740","104,070",21.20%,0,"227,373",8.06,"211,300","2,880",1.36,0,"168,701",5.98,"280,440","101,190",36.08
555,7/12/2021,Tainan City,"1,870,343",None,"301,689",16.10%,"326,460","55,168",16.90%,0,"143,648",7.68,"133,100","5,170",3.88,0,"158,041",8.45,"193,360","49,998",25.86
558,7/12/2021,Changhua County,"1,261,770",None,"179,740",14.30%,"220,400","47,216",21.40%,0,"100,288",7.95,"98,400","7,120",7.24,0,"79,452",6.3,"122,000","40,096",32.87
560,7/12/2021,Pingtung County,"809,130",None,"156,338",19.30%,"166,580","14,003",8.40%,0,"70,380",8.7,"66,200","1,620",2.45,0,"85,958",10.62,"100,380","12,383",12.34
559,7/12/2021,Yunlin County,"674,152",None,"99,925",14.80%,"120,400","24,803",20.60%,0,"55,417",8.22,"53,200","3,370",6.33,0,"44,508",6.6,"67,200","21,433",31.89
564,7/12/2021,Miaoli County,"540,917",None,"71,942",13.30%,"88,400","21,009",23.80%,0,"40,868",7.56,"38,400",800,2.08,0,"31,074",5.74,"50,000","20,209",40.42
562,7/12/2021,Yilan County,"452,334",None,"69,865",15.40%,"83,160","17,060",20.50%,0,"39,047",8.63,"36,500","1,310",3.59,0,"30,818",6.81,"46,660","15,750",33.75
566,7/12/2021,Chiayi County,"497,172",None,"68,905",13.90%,"88,610","24,869",28.10%,0,"41,242",8.3,"41,820","2,200",5.26,0,"27,663",5.56,"46,790","22,669",48.45
563,7/12/2021,Hsinchu City,"452,450",None,"66,247",14.60%,"75,560","8,083",10.70%,0,"34,803",7.69,"33,000","1,220",3.7,0,"31,444",6.95,"42,560","6,863",16.13
561,7/12/2021,Keelung City,"366,643",None,"63,657",17.40%,"82,968","18,989",22.90%,0,"35,713",9.74,"32,730","1,330",4.06,0,"27,944",7.62,"50,238","17,659",35.15
557,7/12/2021,Hsinchu County,"572,872",None,"59,804",10.40%,"79,120","21,692",27.40%,0,"36,871",6.44,"36,300","2,440",6.72,0,"22,933",4,"42,820","19,252",44.96
569,7/12/2021,Nantou County,"488,689",None,"57,730",11.80%,"92,740","37,755",40.70%,0,"40,788",8.35,"39,100","2,360",6.04,0,"16,942",3.47,"53,640","35,395",65.99
565,7/12/2021,Chiayi City,"265,234",None,"54,220",20.40%,"57,410","11,916",20.80%,0,"30,498",11.5,"26,680","3,890",14.58,0,"23,722",8.94,"30,730","8,026",26.12
567,7/12/2021,Hualien County,"323,252",None,"53,892",16.70%,"84,590","27,838",32.90%,0,"33,479",10.36,"35,470","4,450",12.55,0,"20,413",6.31,"49,120","23,388",47.61
568,7/12/2021,Taitung County,"214,428",None,"38,201",17.80%,"56,930","19,685",34.60%,0,"20,366",9.5,"19,730","1,150",5.83,0,"17,835",8.32,"37,200","18,535",49.83
570,7/12/2021,Penghu County,"105,749",None,"30,359",28.70%,"34,820","7,181",20.60%,0,"22,161",20.96,"21,100",780,3.7,0,"8,198",7.75,"13,720","6,401",46.65
571,7/12/2021,Kinmen County,"140,228",None,"22,849",16.30%,"31,820","8,913",28.00%,0,"16,113",11.49,"18,400","3,190",17.34,0,"6,736",4.8,"13,420","5,723",42.65
572,7/12/2021,Lienchiang County,"13,437",None,"8,066",60.00%,"9,200","1,502",16.30%,0,"6,024",44.83,"6,200",630,10.16,0,"2,042",15.2,"3,000",872,29.07
353,7/11/2021,Taipei City,"2,574,704",None,"540,587",21.00%,"744,524","212,278",28.50%,0,"305,039",11.85,"302,810","18,060",5.96,0,"235,548",9.15,"441,714","194,218",43.97
354,7/11/2021,New Taipei City,"4,026,019",None,"521,363",12.90%,"787,880","298,350",37.90%,0,"275,640",6.85,"261,100","11,690",4.48,0,"245,723",6.1,"526,780","286,660",54.42
358,7/11/2021,Kaohsiung City,"2,758,494",None,"414,578",15.00%,"520,742","126,654",24.30%,0,"237,076",8.59,"222,600","2,220",1,0,"177,502",6.43,"298,142","124,434",41.74
356,7/11/2021,Taichung City,"2,820,114",None,"393,428",13.90%,"460,940","86,636",18.80%,0,"227,107",8.05,"211,300","3,070",1.45,0,"166,321",5.9,"249,640","83,566",33.47
355,7/11/2021,Taoyuan City,"2,270,939",None,"376,625",16.60%,"453,756","101,698",22.40%,0,"189,192",8.33,"183,490","12,550",6.84,0,"187,433",8.25,"270,266","89,148",32.99
357,7/11/2021,Tainan City,"1,870,343",None,"280,509",15.00%,"306,860","51,188",16.70%,0,"143,679",7.68,"133,100","5,190",3.9,0,"136,830",7.32,"173,760","45,998",26.47
360,7/11/2021,Changhua County,"1,261,770",None,"164,699",13.10%,"220,400","65,114",29.50%,0,"99,926",7.92,"98,400","7,280",7.4,0,"64,773",5.13,"122,000","57,834",47.4
362,7/11/2021,Pingtung County,"809,130",None,"146,147",18.10%,"162,380","22,998",14.20%,0,"69,835",8.63,"66,200","1,670",2.52,0,"76,312",9.43,"96,180","21,328",22.18
361,7/11/2021,Yunlin County,"674,152",None,"95,951",14.20%,"120,400","31,828",26.40%,0,"55,407",8.22,"53,200","3,380",6.35,0,"40,544",6.01,"67,200","28,448",42.33
366,7/11/2021,Miaoli County,"540,917",None,"66,663",12.30%,"88,400","25,780",29.20%,0,"40,739",7.53,"38,400",930,2.42,0,"25,924",4.79,"50,000","24,850",49.7
364,7/11/2021,Yilan County,"452,334",None,"65,528",14.50%,"83,160","22,408",26.90%,0,"39,046",8.63,"36,500","1,310",3.59,0,"26,482",5.85,"46,660","21,098",45.22
368,7/11/2021,Chiayi County,"497,172",None,"65,209",13.10%,"89,576","34,214",38.20%,0,"40,809",8.21,"41,820","4,590",10.98,0,"24,400",4.91,"47,756","29,624",62.03
365,7/11/2021,Hsinchu City,"452,450",None,"61,848",13.70%,"73,460","14,870",20.20%,0,"34,791",7.69,"33,000","1,230",3.73,0,"27,057",5.98,"40,460","13,640",33.71
363,7/11/2021,Keelung City,"366,643",None,"60,103",16.40%,"82,968","27,888",33.60%,0,"35,652",9.72,"32,730","1,350",4.12,0,"24,451",6.67,"50,238","26,538",52.82
371,7/11/2021,Nantou County,"488,689",None,"57,116",11.70%,"92,740","40,532",43.70%,0,"40,591",8.31,"39,100","2,480",6.34,0,"16,525",3.38,"53,640","38,052",70.94
359,7/11/2021,Hsinchu County,"572,872",None,"56,013",9.80%,"79,120","27,236",34.40%,0,"36,756",6.42,"36,300","2,540",7,0,"19,257",3.36,"42,820","24,696",57.67
369,7/11/2021,Hualien County,"323,252",None,"53,145",16.40%,"84,590","31,908",37.70%,0,"33,308",10.3,"35,470","4,590",12.94,0,"19,837",6.14,"49,120","27,318",55.61
367,7/11/2021,Chiayi City,"265,234",None,"51,139",19.30%,"56,444","12,742",22.60%,0,"30,465",11.49,"26,680","2,020",7.57,0,"20,674",7.79,"29,764","10,722",36.02
370,7/11/2021,Taitung County,"214,428",None,"35,855",16.70%,"56,930","23,194",40.70%,0,"20,263",9.45,"19,730","1,240",6.28,0,"15,592",7.27,"37,200","21,954",59.02
372,7/11/2021,Penghu County,"105,749",None,"29,648",28.00%,"34,820","8,460",24.30%,0,"21,985",20.79,"21,100",830,3.93,0,"7,663",7.25,"13,720","7,630",55.61
373,7/11/2021,Kinmen County,"140,228",None,"21,988",15.70%,"31,820","10,010",31.50%,0,"15,600",11.12,"18,400","3,500",19.02,0,"6,388",4.56,"13,420","6,510",48.51
374,7/11/2021,Lienchiang County,"13,437",None,"7,698",57.30%,"9,200","1,574",17.10%,0,"5,966",44.4,"6,200",650,10.48,0,"1,732",12.89,"3,000",924,30.8
463,7/9/2021,Taipei City,"2,574,704",None,"518,930",20.10%,"744,524","235,888",31.70%,0,"304,924",11.84,"302,810","18,220",6.02,0,"214,006",8.31,"441,714","217,668",49.28
464,7/9/2021,New Taipei City,"4,026,019",None,"501,532",12.50%,"787,880","312,286",39.60%,0,"275,282",6.84,"261,100","12,050",4.62,0,"226,250",5.62,"526,780","300,236",56.99
466,7/9/2021,Taichung City,"2,820,114",None,"392,432",13.90%,"460,940","87,602",19.00%,0,"227,114",8.05,"211,300","3,070",1.45,0,"165,318",5.86,"249,640","84,532",33.86
468,7/9/2021,Kaohsiung City,"2,758,494",None,"390,628",14.20%,"522,512","153,264",29.30%,0,"236,920",8.59,"224,370","4,050",1.81,0,"153,708",5.57,"298,142","149,214",50.05
465,7/9/2021,Taoyuan City,"2,270,939",None,"341,553",15.00%,"453,756","135,110",29.80%,0,"189,139",8.33,"183,490","12,600",6.87,0,"152,414",6.71,"270,266","122,510",45.33
467,7/9/2021,Tainan City,"1,870,343",None,"246,859",13.20%,"306,860","79,762",26.00%,0,"143,614",7.68,"133,100","5,190",3.9,0,"103,245",5.52,"173,760","74,572",42.92
470,7/9/2021,Changhua County,"1,261,770",None,"147,522",11.70%,"220,400","82,964",37.60%,0,"99,929",7.92,"98,400","7,280",7.4,0,"47,593",3.77,"122,000","75,684",62.04
472,7/9/2021,Pingtung County,"809,130",None,"125,832",15.60%,"162,380","42,248",26.00%,0,"69,839",8.63,"66,200","1,670",2.52,0,"55,993",6.92,"96,180","40,578",42.19
471,7/9/2021,Yunlin County,"674,152",None,"94,613",14.00%,"120,400","33,116",27.50%,0,"55,412",8.22,"53,200","3,380",6.35,0,"39,201",5.81,"67,200","29,736",44.25
476,7/9/2021,Miaoli County,"540,917",None,"62,909",11.60%,"88,400","27,500",31.10%,0,"40,694",7.52,"38,400",970,2.53,0,"22,215",4.11,"50,000","26,530",53.06
474,7/9/2021,Yilan County,"452,334",None,"62,043",13.70%,"83,160","25,922",31.20%,0,"39,049",8.63,"36,500","1,310",3.59,0,"22,994",5.08,"46,660","24,612",52.75
475,7/9/2021,Hsinchu City,"452,450",None,"60,237",13.30%,"73,460","17,914",24.40%,0,"34,794",7.69,"33,000","1,410",4.27,0,"25,443",5.62,"40,460","16,504",40.79
473,7/9/2021,Keelung City,"366,643",None,"59,888",16.30%,"82,968","27,888",33.60%,0,"35,437",9.67,"32,730","1,350",4.12,0,"24,451",6.67,"50,238","26,538",52.82
478,7/9/2021,Chiayi County,"497,172",None,"59,448",12.00%,"89,576","37,084",41.40%,0,"40,744",8.2,"41,820","4,590",10.98,0,"18,704",3.76,"47,756","32,494",68.04
481,7/9/2021,Nantou County,"488,689",None,"53,547",11.00%,"92,740","43,632",47.00%,0,"40,402",8.27,"39,100","2,660",6.8,0,"13,145",2.69,"53,640","40,972",76.38
479,7/9/2021,Hualien County,"323,252",None,"52,715",16.30%,"84,590","32,342",38.20%,0,"33,286",10.3,"35,470","4,590",12.94,0,"19,429",6.01,"49,120","27,752",56.5
469,7/9/2021,Hsinchu County,"572,872",None,"51,686",9.00%,"79,120","30,428",38.50%,0,"36,759",6.42,"36,300","2,540",7,0,"14,927",2.61,"42,820","27,888",65.13
477,7/9/2021,Chiayi City,"265,234",None,"46,361",17.50%,"56,444","17,340",30.70%,0,"30,466",11.49,"26,680","2,020",7.57,0,"15,895",5.99,"29,764","15,320",51.47
480,7/9/2021,Taitung County,"214,428",None,"31,786",14.80%,"56,930","27,234",47.80%,0,"20,206",9.42,"19,730","1,290",6.54,0,"11,580",5.4,"37,200","25,944",69.74
482,7/9/2021,Penghu County,"105,749",None,"28,461",26.90%,"34,820","9,342",26.80%,0,"21,770",20.59,"21,100","1,040",4.93,0,"6,691",6.33,"13,720","8,302",60.51
483,7/9/2021,Kinmen County,"140,228",None,"20,676",14.70%,"31,820","12,272",38.60%,0,"14,288",10.19,"18,400","5,230",28.42,0,"6,388",4.56,"13,420","7,042",52.47
484,7/9/2021,Lienchiang County,"13,437",None,"7,342",54.60%,"9,200","1,616",17.60%,0,"5,951",44.29,"6,200",650,10.48,0,"1,391",10.35,"3,000",966,32.2
265,7/5/2021,Taipei City,"2,574,704","22,692","403,292",15.70%,"665,144","261,852",39.40%,818,"300,084",11.66,"294,410",0,0,"21,874","103,208",4.01,"370,734","267,526",72.16
266,7/5/2021,New Taipei City,"4,026,019","9,868","387,761",9.60%,"676,980","289,219",42.70%,"1,663","271,446",6.74,"258,700",0,0,"8,205","116,315",2.89,"418,280","301,965",72.19
270,7/5/2021,Kaohsiung City,"2,758,494","1,264","333,474",12.10%,"449,542","116,068",25.80%,194,"234,896",8.52,"221,000",0,0,"1,070","98,578",3.57,"228,542","129,964",56.87
268,7/5/2021,Taichung City,"2,820,114","5,959","281,080",10.00%,"395,900","114,820",29.00%,216,"224,994",7.98,"208,000",0,0,"5,743","56,086",1.99,"187,900","131,814",70.15
267,7/5/2021,Taoyuan City,"2,270,939","5,927","265,986",11.70%,"387,476","121,490",31.40%,780,"185,981",8.19,"180,490",0,0,"5,147","80,005",3.52,"206,986","126,981",61.35
269,7/5/2021,Tainan City,"1,870,343","8,406","182,373",9.80%,"261,960","79,587",30.40%,77,"142,097",7.6,"132,300",0,0,"8,329","40,276",2.15,"129,660","89,384",68.94
272,7/5/2021,Changhua County,"1,261,770","6,430","119,803",9.50%,"190,820","71,017",37.20%,232,"98,083",7.77,"97,100",0,0,"6,198","21,720",1.72,"93,720","72,000",76.82
274,7/5/2021,Pingtung County,"809,130",549,"92,905",11.50%,"131,420","38,515",29.30%,33,"69,506",8.59,"65,900",0,0,516,"23,399",2.89,"65,520","42,121",64.29
273,7/5/2021,Yunlin County,"674,152","1,976","71,148",10.60%,"104,280","33,132",31.80%,106,"54,409",8.07,"52,900",0,0,"1,870","16,739",2.48,"51,380","34,641",67.42
280,7/5/2021,Chiayi County,"497,172","1,084","51,111",10.30%,"76,580","25,469",33.30%,259,"40,143",8.07,"41,620","1,477",3.55,825,"10,968",2.21,"34,960","23,992",68.63
278,7/5/2021,Miaoli County,"540,917","1,382","49,466",9.10%,"75,780","26,314",34.70%,963,"38,492",7.12,"38,100",0,0,419,"10,974",2.03,"37,680","26,706",70.88
283,7/5/2021,Nantou County,"488,689",836,"49,413",10.10%,"78,440","29,027",37.00%,523,"38,893",7.96,"38,800",0,0,313,"10,520",2.15,"39,640","29,120",73.46
276,7/5/2021,Yilan County,"452,334","2,384","48,832",10.80%,"72,870","24,038",33.00%,11,"38,724",8.56,"37,970",0,0,"2,373","10,108",2.23,"34,900","24,792",71.04
275,7/5/2021,Keelung City,"366,643","4,938","47,888",13.10%,"69,988","22,100",31.60%,0,"35,238",9.61,"32,430",0,0,"4,938","12,650",3.45,"37,558","24,908",66.32
277,7/5/2021,Hsinchu City,"452,450","5,086","44,936",9.90%,"61,900","16,964",27.40%,132,"33,082",7.31,"32,700",0,0,"4,954","11,854",2.62,"29,200","17,346",59.4
271,7/5/2021,Hsinchu County,"572,872","1,449","44,395",7.80%,"65,640","21,245",32.40%,115,"36,185",6.32,"35,700",0,0,"1,334","8,210",1.43,"29,940","21,730",72.58
281,7/5/2021,Hualien County,"323,252",372,"41,029",12.70%,"67,490","26,461",39.20%,46,"33,021",10.22,"35,170","2,149",6.11,326,"8,008",2.48,"32,320","24,312",75.22
279,7/5/2021,Chiayi City,"265,234",222,"40,907",15.40%,"49,600","8,693",17.50%,67,"30,171",11.38,"26,280",0,0,155,"10,736",4.05,"23,320","12,584",53.96
282,7/5/2021,Taitung County,"214,428","2,115","24,773",11.60%,"43,710","18,937",43.30%,24,"20,017",9.34,"19,530",0,0,"2,091","4,756",2.22,"24,180","19,424",80.33
284,7/5/2021,Penghu County,"105,749","1,038","24,457",23.10%,"32,060","7,603",23.70%,525,"20,115",19.02,"21,000",885,4.21,513,"4,342",4.11,"11,060","6,718",60.74
285,7/5/2021,Kinmen County,"140,228",542,"17,383",12.40%,"28,080","10,697",38.10%,528,"12,666",9.03,"18,300","5,634",30.79,14,"4,717",3.36,"9,780","5,063",51.77
286,7/5/2021,Lienchiang County,"13,437",72,"6,377",47.50%,"8,540","2,163",25.30%,44,"5,756",42.84,"6,100",344,5.64,28,621,4.62,"2,440","1,819",74.55
903,6/28/2021,Taipei City,"2,574,704","4,816","305,324",11.90%,"320,510","15,186",4.70%,"4,230","283,288",11,"291,810","8,522",2.92,586,"22,036",0.86,"28,700","6,664",23.22
904,6/28/2021,New Taipei City,"4,026,019","4,783","277,789",6.90%,"279,800","2,011",0.70%,"3,740","256,475",6.37,"257,300",825,0.32,"1,043","21,314",0.53,"22,500","1,186",5.27
908,6/28/2021,Kaohsiung City,"2,758,494","4,707","233,205",8.40%,"234,100",895,0.40%,"4,241","222,816",8.08,"219,800",0,0,466,"10,389",0.38,"14,300","3,911",27.35
906,6/28/2021,Taichung City,"2,820,114",182,"228,749",8.10%,"220,300",None,0.00%,33,"214,710",7.61,"206,700",0,0,149,"14,039",0.5,"13,600",0,0
905,6/28/2021,Taoyuan City,"2,270,939","2,885","197,922",8.70%,"203,190","5,268",2.60%,"1,145","178,620",7.87,"178,890",270,0.15,"1,740","19,302",0.85,"24,300","4,998",20.57
907,6/28/2021,Tainan City,"1,870,343",489,"145,457",7.80%,"140,000",None,0.00%,489,"138,061",7.38,"132,000",0,0,0,"7,396",0.4,"8,000",604,7.55
910,6/28/2021,Changhua County,"1,261,770","2,527","82,441",6.50%,"102,600","20,159",19.60%,"2,411","78,696",6.24,"96,800","18,104",18.7,116,"3,745",0.3,"5,800","2,055",35.43
912,6/28/2021,Pingtung County,"809,130",666,"71,653",8.90%,"69,200",None,0.00%,590,"68,213",8.43,"65,700",0,0,76,"3,440",0.43,"3,500",60,1.71
911,6/28/2021,Yunlin County,"674,152",266,"54,337",8.10%,"55,500","1,163",2.10%,235,"51,618",7.66,"52,700","1,082",2.05,31,"2,719",0.4,"2,800",81,2.89
918,6/28/2021,Chiayi County,"497,172",744,"38,295",7.70%,"43,020","4,725",11.00%,744,"36,919",7.43,"41,520","4,601",11.08,0,"1,376",0.28,"1,500",124,8.27
914,6/28/2021,Yilan County,"452,334","3,088","38,280",8.50%,"40,370","2,090",5.20%,"3,066","36,371",8.04,"37,670","1,299",3.45,22,"1,909",0.42,"2,700",791,29.3
909,6/28/2021,Hsinchu County,"572,872",678,"36,907",6.40%,"37,900",993,2.60%,611,"34,339",5.99,"35,400","1,061",3,67,"2,568",0.45,"2,500",0,0
921,6/28/2021,Nantou County,"488,689",501,"36,355",7.40%,"41,000","4,645",11.30%,455,"34,246",7.01,"38,600","4,354",11.28,46,"2,109",0.43,"2,400",291,12.13
915,6/28/2021,Hsinchu City,"452,450",None,"34,258",7.60%,"34,400",142,0.40%,0,"32,624",7.21,"32,500",0,0,0,"1,634",0.36,"1,900",266,14
916,6/28/2021,Miaoli County,"540,917",525,"33,691",6.20%,"39,600","5,909",14.90%,482,"32,002",5.92,"37,900","5,898",15.56,43,"1,689",0.31,"1,700",11,0.65
919,6/28/2021,Hualien County,"323,252",392,"33,534",10.40%,"38,270","4,736",12.40%,246,"31,401",9.71,"35,070","3,669",10.46,146,"2,133",0.66,"3,200","1,067",33.34
913,6/28/2021,Keelung City,"366,643",167,"33,263",9.10%,"34,730","1,467",4.20%,167,"31,813",8.68,"32,130",317,0.99,0,"1,450",0.4,"2,600","1,150",44.23
917,6/28/2021,Chiayi City,"265,234",66,"32,219",12.20%,"29,380",None,0.00%,46,"29,351",11.07,"26,080",0,0,20,"2,868",1.08,"3,300",432,13.09
920,6/28/2021,Taitung County,"214,428",574,"20,756",9.70%,"21,630",874,4.00%,574,"18,649",8.7,"19,430",781,4.02,0,"2,107",0.98,"2,200",93,4.23
922,6/28/2021,Penghu County,"105,749",963,"14,486",13.70%,"21,700","7,214",33.20%,933,"14,060",13.3,"21,000","6,940",33.05,30,426,0.4,700,274,39.14
923,6/28/2021,Kinmen County,"140,228",523,"10,390",7.40%,"18,700","8,310",44.40%,523,"9,980",7.12,"18,300","8,320",45.46,0,410,0.29,400,0,0
924,6/28/2021,Lienchiang County,"13,437",78,"5,281",39.30%,"7,900","2,619",33.10%,78,"5,072",37.75,"7,700","2,628",34.13,0,209,1.56,200,0,0
"1,299",6/9/2021,Taipei City,"2,574,704","1,650","145,840",5.70%,"157,700","11,860",7.50%,"1,650","145,840",5.66,"157,700","11,860",7.52,0,0,0,0,0,0
"1,300",6/9/2021,New Taipei City,"4,026,019",633,"117,248",2.90%,"112,000",None,0.00%,633,"117,248",2.91,"112,000",0,0,0,0,0,0,0,0
"1,302",6/9/2021,Taichung City,"2,820,114","1,158","95,884",3.40%,"96,700",816,0.80%,"1,158","95,884",3.4,"96,700",816,0.84,0,0,0,0,0,0
"1,304",6/9/2021,Kaohsiung City,"2,758,494",152,"87,132",3.20%,"90,200","3,068",3.40%,152,"87,132",3.16,"90,200","3,068",3.4,0,0,0,0,0,0
"1,301",6/9/2021,Taoyuan City,"2,270,939","4,579","79,813",3.50%,"89,600","9,787",10.90%,"4,579","79,813",3.51,"89,600","9,787",10.92,0,0,0,0,0,0
"1,303",6/9/2021,Tainan City,"1,870,343",607,"46,159",2.50%,"48,100","1,941",4.00%,607,"46,159",2.47,"48,100","1,941",4.04,0,0,0,0,0,0
"1,306",6/9/2021,Changhua County,"1,261,770","1,092","30,585",2.40%,"36,400","5,815",16.00%,"1,092","30,585",2.42,"36,400","5,815",15.98,0,0,0,0,0,0
"1,308",6/9/2021,Pingtung County,"809,130",40,"18,672",2.30%,"19,200",528,2.80%,40,"18,672",2.31,"19,200",528,2.75,0,0,0,0,0,0
"1,305",6/9/2021,Hsinchu County,"572,872",198,"14,249",2.50%,"15,200",951,6.30%,198,"14,249",2.49,"15,200",951,6.26,0,0,0,0,0,0
"1,307",6/9/2021,Yunlin County,"674,152",275,"14,242",2.10%,"14,300",58,0.40%,275,"14,242",2.11,"14,300",58,0.41,0,0,0,0,0,0
"1,311",6/9/2021,Hsinchu City,"452,450",177,"14,202",3.10%,"13,900",None,0.00%,177,"14,202",3.14,"13,900",0,0,0,0,0,0,0,0
"1,315",6/9/2021,Hualien County,"323,252",280,"13,858",4.30%,"15,100","1,242",8.20%,280,"13,858",4.29,"15,100","1,242",8.23,0,0,0,0,0,0
"1,313",6/9/2021,Chiayi City,"265,234",377,"13,510",5.10%,"14,900","1,390",9.30%,377,"13,510",5.09,"14,900","1,390",9.33,0,0,0,0,0,0
"1,310",6/9/2021,Yilan County,"452,334",12,"12,668",2.80%,"13,000",332,2.50%,12,"12,668",2.8,"13,000",332,2.55,0,0,0,0,0,0
"1,317",6/9/2021,Nantou County,"488,689",279,"11,134",2.30%,"11,200",66,0.60%,279,"11,134",2.28,"11,200",66,0.59,0,0,0,0,0,0
"1,314",6/9/2021,Chiayi County,"497,172",121,"10,970",2.20%,"11,500",530,4.60%,121,"10,970",2.21,"11,500",530,4.61,0,0,0,0,0,0
"1,309",6/9/2021,Keelung City,"366,643",388,"10,585",2.90%,"12,700","2,115",16.60%,388,"10,585",2.89,"12,700","2,115",16.65,0,0,0,0,0,0
"1,312",6/9/2021,Miaoli County,"540,917",160,"9,870",1.80%,"10,500",630,6.00%,160,"9,870",1.82,"10,500",630,6,0,0,0,0,0,0
"1,316",6/9/2021,Taitung County,"214,428",None,"5,540",2.60%,"5,900",360,6.10%,0,"5,540",2.58,"5,900",360,6.1,0,0,0,0,0,0
"1,318",6/9/2021,Penghu County,"105,749",144,"3,371",3.20%,"3,700",329,8.90%,144,"3,371",3.19,"3,700",329,8.89,0,0,0,0,0,0
"1,319",6/9/2021,Kinmen County,"140,228",118,"2,320",1.60%,"2,500",180,7.20%,118,"2,320",1.65,"2,500",180,7.2,0,0,0,0,0,0
"1,320",6/9/2021,Lienchiang County,"13,437",308,"1,894",14.10%,"2,100",206,9.80%,308,"1,894",14.1,"2,100",206,9.81,0,0,0,0,0,0
"1,035",6/8/2021,Taipei City,"2,574,704","4,244","141,443",5.50%,"141,000",None,0.00%,"4,244","141,443",5.49,"141,000",0,0,0,0,0,0,0,0
"1,036",6/8/2021,New Taipei City,"4,026,019",131,"116,640",2.90%,"106,300",None,0.00%,131,"116,640",2.9,"106,300",0,0,0,0,0,0,0,0
"1,038",6/8/2021,Taichung City,"2,820,114",535,"94,364",3.40%,"89,400",None,0.00%,535,"94,364",3.35,"89,400",0,0,0,0,0,0,0,0
"1,040",6/8/2021,Kaohsiung City,"2,758,494",142,"87,144",3.20%,"83,400",None,0.00%,142,"87,144",3.16,"83,400",0,0,0,0,0,0,0,0
"1,037",6/8/2021,Taoyuan City,"2,270,939","4,223","75,375",3.30%,"81,100","5,725",7.10%,"4,223","75,375",3.32,"81,100","5,725",7.06,0,0,0,0,0,0
"1,039",6/8/2021,Tainan City,"1,870,343",857,"45,540",2.40%,"43,000",None,0.00%,857,"45,540",2.43,"43,000",0,0,0,0,0,0,0,0
"1,042",6/8/2021,Changhua County,"1,261,770",671,"29,464",2.30%,"32,500","3,036",9.30%,671,"29,464",2.34,"32,500","3,036",9.34,0,0,0,0,0,0
"1,044",6/8/2021,Pingtung County,"809,130",None,"18,496",2.30%,"17,400",None,0.00%,0,"18,496",2.29,"17,400",0,0,0,0,0,0,0,0
"1,041",6/8/2021,Hsinchu County,"572,872",256,"14,059",2.50%,"13,600",None,0.00%,256,"14,059",2.45,"13,600",0,0,0,0,0,0,0,0
"1,047",6/8/2021,Hsinchu City,"452,450",35,"14,027",3.10%,"13,000",None,0.00%,35,"14,027",3.1,"13,000",0,0,0,0,0,0,0,0
"1,043",6/8/2021,Yunlin County,"674,152",None,"13,967",2.10%,"12,700",None,0.00%,0,"13,967",2.07,"12,700",0,0,0,0,0,0,0,0
"1,051",6/8/2021,Hualien County,"323,252",475,"13,295",4.10%,"13,200",None,0.00%,475,"13,295",4.11,"13,200",0,0,0,0,0,0,0,0
"1,049",6/8/2021,Chiayi City,"265,234",476,"13,279",5.00%,"12,600",None,0.00%,476,"13,279",5.01,"12,600",0,0,0,0,0,0,0,0
"1,046",6/8/2021,Yilan County,"452,334",145,"12,533",2.80%,"11,600",None,0.00%,145,"12,533",2.77,"11,600",0,0,0,0,0,0,0,0
"1,053",6/8/2021,Nantou County,"488,689",124,"10,856",2.20%,"9,900",None,0.00%,124,"10,856",2.22,"9,900",0,0,0,0,0,0,0,0
"1,050",6/8/2021,Chiayi County,"497,172",169,"10,847",2.20%,"10,400",None,0.00%,169,"10,847",2.18,"10,400",0,0,0,0,0,0,0,0
"1,045",6/8/2021,Keelung City,"366,643",52,"9,992",2.70%,"11,600","1,608",13.90%,52,"9,992",2.73,"11,600","1,608",13.86,0,0,0,0,0,0
"1,048",6/8/2021,Miaoli County,"540,917",269,"9,699",1.80%,"9,400",None,0.00%,269,"9,699",1.79,"9,400",0,0,0,0,0,0,0,0
"1,052",6/8/2021,Taitung County,"214,428",11,"5,543",2.60%,"5,100",None,0.00%,11,"5,543",2.59,"5,100",0,0,0,0,0,0,0,0
"1,054",6/8/2021,Penghu County,"105,749",245,"3,227",3.00%,"3,400",173,5.10%,245,"3,227",3.05,"3,400",173,5.09,0,0,0,0,0,0
